buyer_id,first_name,last_name,email,phone,buyer_type,pre_approval_amount,registration_date
BYR-0255,Melissa,Phillips,,001-427-442-1795x525,Individual,,2022-04-12
BYR-0256,Carl,Pratt,williamsmith@example.org,001-868-728-8795x1343,Individual,260539.59,2021-01-16
BYR-0257,Lisa,Lewis,clawrence@example.net,+1-368-672-3856x13250,Individual,2863207.92,2021-03-04
BYR-0258,Calvin,Rice,bennettcristina@example.net,497-418-9383,Individual,201938.53,2020-06-09
BYR-0259,Shawn,Hall,jessicalee@example.net,9709052047,Individual,106139.97,2022-07-23
BYR-0260,Erik,Graham,heathersmith@example.net,(573)886-4314x908,Individual,464095.62,2023-10-22
BYR-0261,John,Garcia,jeffreyclark@example.net,+1-786-439-2781,Individual,2417969.19,2023-08-04
BYR-0262,Lawrence,Wallace,,001-225-778-7491x59939,Individual,1956966.81,2024-06-27
BYR-0263,Judy,Moore,awilliams@example.net,(949)235-4693x63619,Individual,1931269.88,2020-11-07
BYR-0264,Vincent,Monroe,qyoung@example.com,8847034599,Investor,1586058.92,2021-10-04
BYR-0265,Jennifer,Santana,kevin99@example.com,001-483-540-5977x90209,Investor,582578.61,2024-01-20
BYR-0266,James,Cummings,david72@example.org,(995)670-1111x6540,Investor,132072.51,2022-06-08
BYR-0267,Michael,Allen,reynoldstimothy@example.com,+1-332-456-6198x8479,Corporation,598287.21,2020-10-07
BYR-0268,Tiffany,Park,vgraham@example.net,+1-445-962-1748x196,Investor,794530.32,2021-04-11
BYR-0269,Anthony,Reed,psanders@example.net,912.976.4685x1917,Investor,,2022-04-29
BYR-0270,Sean,Hanson,avalencia@example.com,+1-914-413-5723,Individual,469591.72,2020-08-24
BYR-0271,Mathew,Rose,oleblanc@example.com,(547)368-7938,Individual,2686575.43,2021-06-27
BYR-0272,Brad,Murray,kimberlyrodriguez@example.org,296-206-6093x494,Individual,798561.49,2020-04-24
BYR-0273,Erica,Roberts,clane@example.org,857.376.3331,Individual,315229.22,2022-05-05
BYR-0274,Juan,Harper,robertmartinez@example.org,001-329-539-5533x25173,Investor,701034.3,2019-04-22
