buyer_id,first_name,last_name,email,phone,buyer_type,pre_approval_amount,registration_date
BYR-0022,Donna,Prince,omorton@example.com,9498806393,Investor,2055697.7,2021-06-12
BYR-0023,Janet,Eaton,xsantos@example.org,9122389970,Corporation,890419.57,2024-02-26
BYR-0024,Samantha,Carter,invalid email,58347119695941,Individual,1084886.27,2022-06-01
BYR-0025,Tiffany,Lin,brandonlewis@example.com,7147799459,Corporation,1390761.38,2024-03-20
BYR-0026,Veronica,Harper,dixonterri@example.org,610670013126073,Individual,1526536.06,2021-08-30
BYR-0027,Jessica,Allen,christophermurphy@example.com,268838590915816,Individual,2541212.52,2022-09-08
BYR-0028,James,Smith,eellis@example.org,0016486221467045,Corporation,185830.71,2024-02-25
BYR-0029,Jose,Farmer,amanda77@example.net,158276353162407,Trust,2451580.01,2020-03-19
BYR-0030,Richard,Johnson,ashley28@example.net,959473868345482,Investor,2602980.26,2023-04-11
BYR-0031,Calvin,Wood,amcdonald@example.org,001598700162253530,Individual,1325754.92,2021-10-17
BYR-0032,Joseph,Fields,bethany24@example.org,6582872265,Investor,2168790.92,2022-12-11
BYR-0033,Ruth,Bauer,swilliams@example.net,4515589806,Individual,1190979.37,2021-12-25
BYR-0034,Melissa,Morrow,amy13@example.org,3605827568,Corporation,226721.55,2020-11-26
BYR-0035,Michael,Guzman,moralesjimmy@example.com,38990570127088,Individual,479496.11,2019-12-09
BYR-0036,Susan,Armstrong,chad92@example.org,12514407015,Investor,1573199.77,2022-09-30
BYR-0037,Kylie,Oconnor,jennifer10@example.org,9785722728,Individual,128815.83,2023-10-09
BYR-0038,Nicole,Sutton,dharrison@example.org,49154920273239,Trust,1796749.75,2023-01-29
BYR-0039,Brittany,Hickman,uschneider@example.net,2832861429,Individual,2556298.05,2024-04-24
BYR-0040,Amy,Blackburn,crosslance@example.net,60445535302432,Individual,1526536.06,2020-04-03
BYR-0041,Kristina,Silva,marshalltracey@example.com,55533833908877,Individual,1652300.45,2023-01-28
BYR-0042,Keith,Lopez,caitlin42@example.com,17746307708715,Individual,1526536.06,2019-11-09
BYR-0043,Maureen,Rubio,alisonmcintosh@example.net,1500786115164520,Individual,1526536.06,2019-08-13
BYR-0044,Ashley,Chen,wflowers@example.net,00148540211090993,Investor,2246474.22,2020-11-27
BYR-0045,Samantha,Parker,josephkerr@example.net,7604943632,Individual,1539428.56,2019-04-30
BYR-0046,Pamela,Tran,elizabeth98@example.org,9732427762,Trust,2037305.72,2019-01-29
BYR-0047,Denise,Cruz,ksims@example.com,448471487034884,Investor,1162077.26,2021-09-11
BYR-0048,Joshua,Garcia,barrettsamantha@example.org,2456388899,Investor,1573199.77,2024-03-31
BYR-0049,Rebecca,Ramos,dianachavez@example.com,64726727351071,Investor,1753809.22,2021-09-18
BYR-0050,Dawn,Larson,lukezamora@example.org,132434861465212,Individual,2432176.3,2022-08-25
BYR-0051,Susan,Hines,denise32@example.com,00142788691633655,Investor,1066174.98,2023-05-16
BYR-0052,Mary,Patrick,johnking@example.org,5932165370,Individual,1643937.05,2022-10-13
BYR-0053,Amanda,Yoder,lisa26@example.com,6607015264651,Individual,2481442.65,2019-01-24
BYR-0054,Andrew,Arroyo,justinibarra@example.net,815204428860207,Trust,2150648.72,2024-05-14
BYR-0055,Edward,Andrews,galvantiffany@example.com,5738160740809,Individual,1156173.85,2019-06-02
BYR-0056,Yvette,Reid,william05@example.com,8566628680040,Individual,899421.51,2020-09-26
BYR-0057,Michael,Fernandez,mccoychristopher@example.org,92888753622997,Individual,2058723.08,2021-08-06
BYR-0058,Savannah,Park,megan19@example.org,00146032299613971,Corporation,1484279.23,2023-03-25
BYR-0059,Erica,Reyes,guy18@example.org,5444738483,Investor,1294284.42,2019-03-06
BYR-0060,Ryan,Robinson,charlesjones@example.net,3646984816,Trust,1621959.38,2019-01-18
BYR-0061,Keith,Baker,sheppardmary@example.net,24747822201127,Investor,241111.54,2021-02-18
BYR-0062,Cheyenne,Turner,cjordan@example.com,597448156540374,Individual,1304981.13,2023-01-31
BYR-0063,Michael,Salazar,carrolldenise@example.com,7275432618,Individual,512459.61,2024-06-11
BYR-0064,Julie,Powell,keithlucero@example.com,86198206090748,Individual,101093.32,2019-01-12
BYR-0065,Madison,Arellano,lowens@example.org,260690710845789,Investor,2636925.64,2023-02-13
BYR-0066,Brandon,Phillips,bradytravis@example.com,00156857364095914,Investor,1573199.77,2019-03-12
BYR-0067,Jennifer,Kelley,johnathanpennington@example.com,7768822766,Individual,1234816.54,2021-05-19
BYR-0068,Shelia,Rosales,dcontreras@example.net,3025853258,Individual,1590972.72,2019-07-20
BYR-0069,Dawn,Roberts,garciasean@example.com,4519770901,Individual,1549867.16,2019-03-23
BYR-0070,Amber,Sims,nicholskatelyn@example.net,5825297120302,Individual,1681865.61,2024-06-25
BYR-0071,Joseph,Gardner,xramos@example.net,94181230477866,Investor,1839242.26,2023-05-14
BYR-0072,Elizabeth,Salazar,lorilane@example.com,9064828304151,Individual,718717.97,2020-04-27
BYR-0073,Joseph,Ferguson,mooretodd@example.com,0016215430669,Individual,1430454.01,2021-10-02
BYR-0074,Ashley,Edwards,stewartmichael@example.net,9296566283,Corporation,1182763.19,2019-09-15
BYR-0075,Austin,Cantrell,christopher89@example.org,86830242428038,Corporation,1197110.68,2021-11-15
BYR-0076,Ryan,Stevens,bmerritt@example.org,490968548671267,Individual,787140.33,2020-01-16
BYR-0077,Cynthia,Campbell,zwiggins@example.org,5477310138,Individual,1526536.06,2020-02-13
BYR-0078,Edward,Jackson,jbarker@example.net,77186759036878,Individual,1526536.06,2022-08-12
BYR-0079,Anthony,Kelly,cunninghamjason@example.net,4258984363,Investor,1283059.2,2020-06-28
BYR-0080,Brittany,Gilbert,invalid email,12937944012792,Corporation,937016.13,2020-10-03
BYR-0081,Kevin,Nguyen,jacobrodriguez@example.com,77345457153995,Individual,1521219.09,2021-12-09
BYR-0082,Erica,Rodriguez,invalid email,0012067307228,Investor,2772718.6,2019-02-17
BYR-0083,Nicholas,Knight,darlenebass@example.org,0018037545512300,Individual,910871.29,2021-12-21
BYR-0084,David,Rodriguez,millerjames@example.org,398528223753343,Individual,1526536.06,2021-09-02
BYR-0085,Emma,Jones,invalid email,2933624598,Individual,604637.93,2021-06-14
BYR-0086,Michelle,Taylor,shepherdemily@example.com,5754161827857,Corporation,1277934.37,2019-12-02
BYR-0087,Cindy,Fox,mariah84@example.com,00123821205808064,Investor,2681310.71,2023-12-05
BYR-0088,Kristin,Barker,fsmith@example.org,17982100634,Individual,1526536.06,2024-01-31
BYR-0089,Jonathan,Riggs,matthewjackson@example.org,455362440758447,Investor,222440.69,2024-01-01
BYR-0090,Elizabeth,Jimenez,carriejohnson@example.net,2826119160047,Individual,1214818.94,2019-11-22
BYR-0091,Annette,James,fhansen@example.com,5919504688,Investor,1465693.4,2023-07-14
BYR-0092,Paul,Chen,kevinramos@example.org,93931805374973,Individual,2120495.05,2019-05-11
BYR-0093,Richard,Gonzales,scotthall@example.org,6498364877,Individual,2901132.57,2024-04-29
BYR-0094,Sean,Allen,karen61@example.net,6853811373,Investor,1951321.11,2019-10-11
BYR-0095,Ann,Jones,michaelbaker@example.net,183039099748336,Individual,539586.51,2020-08-09
BYR-0096,Heidi,Thompson,daniel55@example.org,7028169345,Investor,1976365.55,2022-07-26
BYR-0097,Jose,Perry,ganderson@example.com,00146275452299701,Individual,1619526.26,2023-06-14
BYR-0098,Tammy,Solis,kimberlyross@example.net,14275623379950,Individual,1897154.53,2020-12-22
BYR-0099,Luis,Powell,invalid email,16048019387,Individual,1526536.06,2021-10-28
BYR-0100,Russell,Acevedo,anna34@example.org,5339607726,Individual,648610.86,2020-11-12
BYR-0101,John,Carson,heather23@example.com,175497307424229,Individual,1516184.4,2021-10-13
BYR-0102,Steven,Morgan,invalid email,13127241399425,Individual,989789.94,2023-07-11
BYR-0103,Lindsey,Miller,mitchellbilly@example.org,9177935201237,Individual,1708316.61,2020-12-11
BYR-0104,Kylie,Dixon,douglas62@example.net,4034504004,Individual,2574346.29,2023-04-29
BYR-0105,Jack,Valdez,freemanmichelle@example.org,4915259651,Individual,170022.71,2022-01-31
BYR-0106,Crystal,Ruiz,tinaallison@example.net,2978510783,Individual,680350.38,2019-07-23
BYR-0107,Dwayne,Clark,samuel19@example.com,5619325318,Individual,1526536.06,2021-09-27
BYR-0108,Lisa,Boyd,scottdebra@example.org,60681322040071,Corporation,306764.17,2020-01-24
BYR-0109,Mary,Jones,dhatfield@example.org,863329287105260,Individual,1134435.62,2020-08-22
BYR-0110,Billy,Ruiz,robertrivera@example.com,8334277056,Individual,1694930.53,2023-04-17
BYR-0111,Valerie,Mendoza,bakertimothy@example.com,53929814663366,Individual,1220959.5,2022-09-26
BYR-0112,Michelle,Knight,valerie07@example.net,293821541649185,Individual,1526536.06,2021-05-23
BYR-0113,Ashley,Mccarty,alyssa06@example.org,99088315330793,Individual,1710264.9,2019-08-11
BYR-0114,Danielle,Kennedy,matthew01@example.com,2968699987,Individual,1686728.96,2022-02-16
BYR-0115,Eugene,Juarez,grahamjasmine@example.net,8476364047580,Individual,1238539.92,2024-01-01
BYR-0116,John,Wilson,dominguezstephanie@example.org,001823474337015732,Individual,1148230.42,2022-09-05
BYR-0117,Nicolas,Parker,invalid email,8626494521,Individual,207927.06,2023-04-12
BYR-0118,Michael,Davis,dillonlyons@example.org,8377704743762,Investor,975233.06,2024-02-08
BYR-0119,Regina,Maldonado,stewartfrank@example.net,726490300084944,Individual,2249551.56,2022-12-15
BYR-0120,Eddie,Ramirez,lisa39@example.com,4053561788459,Individual,2918682.73,2020-03-24
BYR-0121,Emily,Clark,invalid email,123934188464311,Individual,685433.68,2019-01-14
BYR-0122,Katelyn,Hudson,pbarker@example.net,4914423743,Trust,1606939.46,2021-03-22
BYR-0123,James,Sheppard,rhammond@example.com,9148506174,Trust,2073163.94,2022-06-18
BYR-0124,Patricia,Harris,anahart@example.net,428931036613698,Individual,1526536.06,2022-11-06
BYR-0125,Zachary,Kennedy,wesley37@example.net,001609831934220509,Individual,2872031.6,2023-01-09
BYR-0126,Brian,Hopkins,wanderson@example.com,45730243002923,Investor,1101172.71,2019-08-25
BYR-0127,Kyle,Lee,michael94@example.net,18358727763471,Individual,290960.97,2022-02-16
BYR-0128,Jennifer,Weiss,hortonjason@example.com,6603735938,Individual,884675.48,2022-11-20
BYR-0129,Ryan,Carpenter,joseph25@example.net,5929743106,Individual,1682353.58,2024-03-11
BYR-0130,Billy,Garcia,alexis80@example.org,7817515732,Individual,1330551.91,2019-01-13
BYR-0131,Jonathon,Levine,dillonalexis@example.org,3693767865185,Individual,690429.18,2023-11-13
BYR-0132,Veronica,Sellers,byrdrobert@example.net,19407533986774,Individual,1407748.67,2019-12-23
BYR-0133,Stephanie,Smith,lewiskevin@example.org,9616625021,Individual,2525143.75,2023-01-17
BYR-0134,Patricia,Lin,ljones@example.org,2048717558,Trust,163435.05,2019-12-06
BYR-0135,Bryan,Wilson,youngwarren@example.net,36834381100535,Corporation,2694996.27,2021-07-13
BYR-0136,Brian,Huff,bbaldwin@example.com,8984779588530,Individual,1605381.69,2023-08-13
BYR-0137,Julie,Avila,kmoore@example.com,6845205260,Individual,2863608.54,2020-12-20
BYR-0138,Alexa,Jordan,castrolauren@example.net,15363312588683,Investor,461588.34,2019-10-28
BYR-0139,Jasmine,Graham,michaelmoran@example.org,18728592444270,Individual,1526536.06,2019-10-25
BYR-0140,Elizabeth,Marsh,ericpoole@example.org,5276915662,Corporation,2190466.64,2021-12-06
BYR-0141,Marie,Sanchez,gutierrezsheila@example.net,436836504526182,Individual,1523169.36,2022-09-30
BYR-0142,Jeffery,Griffin,jesus48@example.com,62623946917909,Investor,192826.46,2020-04-14
BYR-0143,Kevin,Thomas,invalid email,50752116228788,Individual,2355659.02,2022-10-06
BYR-0144,Julie,Ellis,wilsonjohn@example.net,67023226561127,Individual,2253777.56,2023-08-13
BYR-0145,Nicholas,Stewart,sean18@example.com,19776534697,Corporation,1515232.77,2019-09-17
BYR-0146,Chad,Evans,iayala@example.org,8337755042379,Investor,1045773.61,2022-02-08
BYR-0147,Brandi,Hunter,carrie09@example.org,4123175025,Individual,1351164.0,2022-06-06
BYR-0148,Andrew,Herman,stephaniecampbell@example.org,8147975573,Investor,1573199.77,2023-01-13
BYR-0149,Brian,Wright,invalid email,0016889984838703,Investor,2545120.12,2020-12-14
BYR-0150,Kelly,Allen,skrause@example.com,9985613074,Individual,2659057.81,2024-06-18
BYR-0151,Shannon,Mullen,rachelsmith@example.org,6153469536,Individual,2696534.41,2020-02-16
BYR-0152,Jacob,Kim,rhondarandolph@example.org,0016364556958,Corporation,121420.21,2021-10-22
BYR-0153,Tiffany,Torres,nthomas@example.com,5276582514,Individual,239021.1,2022-10-07
BYR-0154,Kimberly,Garcia,uharris@example.org,5887360505,Individual,1757485.48,2022-07-14
BYR-0155,Stephen,Hale,cgordon@example.net,8743758487,Corporation,1080000.64,2019-09-14
BYR-0156,Charles,Burton,soliver@example.org,4558884404,Individual,2524676.77,2024-06-11
BYR-0157,Brian,Le,kellyblack@example.net,61736027993516,Individual,682630.34,2022-08-05
BYR-0158,Michaela,Davis,eleonard@example.org,455314632914636,Individual,1526536.06,2022-04-04
BYR-0159,Yvonne,Smith,judith78@example.org,32977598796193,Individual,2023754.65,2021-05-20
BYR-0160,Robert,Davis,frogers@example.com,0013926560375,Individual,1102877.62,2022-09-05
BYR-0161,Kaitlyn,Brown,crystal67@example.org,12855266431469,Individual,2986072.26,2023-02-26
BYR-0162,Roger,Chaney,justin43@example.com,15858980712,Corporation,1484279.23,2019-12-26
BYR-0163,Anthony,Johnston,melissa13@example.net,8342932290,Individual,1859418.77,2022-07-25
BYR-0164,Alice,Lawson,invalid email,15648954638221,Individual,1834698.14,2022-06-17
BYR-0165,Christopher,Carroll,browntiffany@example.org,001549599077860399,Investor,162861.12,2022-03-01
BYR-0166,Thomas,Patterson,robertfranklin@example.com,9837214310,Individual,1526536.06,2019-03-05
BYR-0167,Mary,Mcgee,thomas74@example.net,9559858259823,Trust,903251.69,2019-03-22
BYR-0168,David,Ramirez,hernandezkayla@example.org,14283896124,Investor,1383883.66,2022-06-11
BYR-0169,Shelley,Butler,melissa11@example.com,00162860095674042,Investor,2346076.64,2020-06-15
BYR-0170,Denise,Garcia,saragibson@example.com,195163121000820,Investor,1057718.27,2019-10-21
BYR-0171,Cynthia,Mcgee,austin76@example.org,6769517478,Individual,1526536.06,2020-03-12
BYR-0172,Tonya,Davis,ehouse@example.org,5222528913513,Individual,1620087.99,2020-04-23
BYR-0173,Andrew,Barajas,griffithrebecca@example.org,2735334688,Corporation,582679.35,2021-12-24
BYR-0174,Donna,Williamson,ashleyjackson@example.org,55537107691549,Investor,1573199.77,2021-09-17
BYR-0175,Patricia,Campbell,invalid email,16962840526,Individual,1650394.97,2020-01-28
BYR-0176,Austin,Glover,invalid email,9294503109651,Individual,2842036.88,2024-02-13
BYR-0177,Mark,Chavez,jenniferparks@example.com,0019765524034,Individual,1533993.14,2019-06-10
BYR-0178,Thomas,Herrera,omason@example.com,2053251182,Individual,2247556.79,2021-06-06
BYR-0179,Alex,Ellis,sarah18@example.com,6946641197713,Investor,2224996.22,2019-08-03
BYR-0180,Lindsay,Allison,invalid email,00143541834720900,Individual,1135640.51,2022-09-07
BYR-0181,Eric,Johnson,fishervictoria@example.net,9647203722540,Individual,1526536.06,2019-02-19
BYR-0182,Leslie,Crawford,ramosnancy@example.net,7874799139411,Investor,546963.96,2019-03-12
BYR-0183,Kenneth,Randolph,moorecheryl@example.com,605699131539792,Individual,2991895.35,2023-12-05
BYR-0184,Lindsey,Gonzalez,seanmcdonald@example.com,9563148163,Investor,1722708.34,2023-11-07
BYR-0185,Daniel,Gonzalez,marissa44@example.net,8737010487,Investor,1071781.7,2023-11-10
BYR-0186,Michelle,Olson,paula35@example.com,3258251187,Investor,723833.92,2021-11-17
BYR-0187,Nathan,Wilkerson,juliamorris@example.org,8743331303,Investor,2319585.69,2023-03-09
BYR-0188,William,Lara,baileycindy@example.net,001212697895879597,Individual,835722.77,2022-08-28
BYR-0189,Matthew,Hughes,urogers@example.com,13018528331,Individual,2601634.2,2023-01-20
BYR-0190,Melinda,Bishop,longdavid@example.net,001585400007465468,Corporation,1484279.23,2021-07-20
BYR-0191,Troy,Peterson,quinnchristine@example.com,65059691685642,Corporation,2227970.82,2022-12-14
BYR-0192,Sylvia,Hayes,lori95@example.net,5968016217,Individual,814358.97,2020-12-09
BYR-0193,Jacob,Harris,michaeljones@example.net,8264608386,Individual,1154583.83,2022-09-24
BYR-0194,Walter,Mack,chorn@example.net,902999967622625,Individual,1526536.06,2021-02-12
BYR-0195,Wendy,Wilcox,pfriedman@example.org,6656975003,Individual,1654976.67,2024-06-12
BYR-0196,Michael,Holden,harveytara@example.com,7186759602,Investor,1573199.77,2023-03-17
BYR-0197,Ryan,Bautista,zsmith@example.org,7502755761,Individual,2074948.59,2022-06-25
BYR-0198,Tammy,Thomas,reginald88@example.org,890404588829917,Investor,2718904.97,2023-01-22
BYR-0199,Roberto,Scott,invalid email,2956770244,Individual,341852.72,2022-04-11
BYR-0200,Troy,Taylor,vmarshall@example.org,2412062769046,Investor,2217858.76,2022-04-04
BYR-0201,Monica,Lee,robert77@example.com,2397910503,Individual,946979.2,2019-10-10
BYR-0202,Benjamin,Williams,chanson@example.net,7202178847,Individual,1526536.06,2021-05-09
BYR-0203,Troy,Larson,jasonwilson@example.net,66471570930666,Individual,1686747.85,2022-12-09
BYR-0204,Jenna,Simpson,armstrongautumn@example.com,6959692734,Individual,1526536.06,2019-10-16
BYR-0205,Gary,Lane,richardmacias@example.org,545955432054670,Investor,697320.01,2022-04-27
BYR-0206,Aaron,Graham,christinestrong@example.net,8768440315639,Corporation,2150915.15,2020-05-23
BYR-0207,Brian,Carlson,invalid email,9633174250,Individual,1526536.06,2021-12-21
BYR-0208,David,Jacobs,ericareyes@example.com,147362714590114,Investor,838129.01,2020-09-03
BYR-0209,Tracy,Barnes,teresabean@example.net,4904073928979,Individual,1623476.01,2023-01-29
BYR-0210,Katherine,Cohen,invalid email,3086741726,Investor,1573199.77,2021-04-16
BYR-0211,Alexander,Cunningham,walterssarah@example.com,0018258979454374,Investor,462664.51,2019-11-12
BYR-0212,Steven,Barber,gallen@example.org,6489976875,Corporation,725599.46,2022-07-01
BYR-0213,John,Bradford,gonzalezjulia@example.com,001341616113067512,Individual,197843.84,2019-09-21
BYR-0214,James,Day,qsmith@example.com,6139534529,Trust,2427987.95,2024-04-27
BYR-0215,Marcus,Robinson,wrightjennifer@example.org,602992776100260,Individual,2700093.72,2020-05-26
BYR-0216,Monica,Bridges,jill65@example.com,0015537710874244,Individual,161990.76,2022-04-29
BYR-0217,Tammy,Mann,sean69@example.com,828382108539316,Individual,1617493.74,2021-01-12
BYR-0218,Megan,Brown,harrisallison@example.org,7863506801391,Individual,1185169.36,2020-12-04
BYR-0219,Bryan,Brown,abbottshane@example.net,9627639702458,Individual,293453.96,2021-08-07
BYR-0220,Amber,Watson,vmccoy@example.net,192731854400192,Investor,173676.48,2020-08-23
BYR-0221,Laura,Davis,lori84@example.org,8172717385292,Individual,2715730.47,2023-04-06
BYR-0222,Eileen,Russell,smithtaylor@example.net,2918923645,Individual,1526536.06,2024-03-16
BYR-0223,Christopher,Murphy,kirkmonique@example.com,1999417006282197,Individual,2083669.88,2022-03-22
BYR-0224,Kelsey,Parker,anthony93@example.com,1598598835292731,Individual,2326505.25,2019-02-04
BYR-0225,Marc,Fernandez,tlopez@example.org,0018854810191477,Individual,1526536.06,2021-01-30
BYR-0226,Laurie,Cummings,amymccoy@example.com,3086328642,Individual,2528509.62,2023-12-13
BYR-0227,Holly,Lee,ogreer@example.net,917356302224394,Individual,2833001.26,2021-08-14
BYR-0228,Megan,Jimenez,invalid email,13622951414,Investor,1573199.77,2021-03-09
BYR-0229,Jacqueline,Bruce,mmartin@example.net,00138171670079684,Individual,2795030.99,2023-09-06
BYR-0230,Jason,Cunningham,keith07@example.org,7453610925,Individual,583900.38,2019-06-01
BYR-0231,Justin,Wilson,wesleyhinton@example.org,5607855340,Investor,1411456.02,2019-09-23
BYR-0232,Nancy,Owens,andrew79@example.org,8687481345972,Investor,2191253.47,2023-11-20
BYR-0233,Jenny,Taylor,jeffery92@example.net,4448931750831,Investor,101660.66,2020-12-25
BYR-0234,Gary,Johnson,zhughes@example.net,3427791925,Investor,2942317.48,2020-10-26
BYR-0235,Laura,Rogers,tinawise@example.org,455372062807386,Investor,1250900.65,2021-12-06
BYR-0236,Lawrence,Scott,zacharyjones@example.org,0013946011467,Individual,1526536.06,2019-08-18
BYR-0237,Megan,Gates,gina42@example.com,501452969978193,Individual,1550048.52,2023-09-05
BYR-0238,Dana,Fowler,invalid email,63180018794018,Corporation,1507002.65,2019-03-16
BYR-0239,Alicia,Hines,laura64@example.net,18877632052,Individual,1566011.97,2020-05-07
BYR-0240,Jennifer,Goodman,hmcdonald@example.org,8999564975,Investor,2168999.51,2020-08-15
BYR-0241,Corey,Wallace,coxgarrett@example.net,7208415817,Investor,477459.2,2021-10-08
BYR-0242,Megan,Brown,morenojustin@example.com,831428506243822,Individual,1526536.06,2024-02-02
BYR-0243,Matthew,Clark,tammyholland@example.com,654790484448353,Individual,1357615.66,2020-03-04
BYR-0244,Kevin,Walls,alexanderheather@example.org,4942117623,Individual,1631678.22,2019-05-14
BYR-0245,Carla,Brown,fherrera@example.com,681857997605200,Corporation,2938314.27,2023-12-18
BYR-0246,Christopher,Santiago,glynn@example.com,13425551893,Investor,1143891.33,2022-01-16
BYR-0247,Darius,Glenn,rhonda78@example.net,6372066115,Corporation,1273354.78,2019-02-25
BYR-0248,David,Martinez,heathermiller@example.net,9479091284878,Investor,1729482.65,2020-03-16
BYR-0249,Matthew,Blair,angelajones@example.com,83797154110592,Individual,312598.59,2019-04-27
BYR-0250,Desiree,Figueroa,shahivan@example.org,1962535276741239,Individual,1526536.06,2020-04-28
BYR-0251,Tamara,Vaughn,pbutler@example.org,19272559467267,Individual,1217045.77,2023-10-12
BYR-0252,Jennifer,Kirk,fjohnson@example.com,3802772954524,Investor,1573199.77,2023-08-28
BYR-0253,Patrick,Mason,connor81@example.com,93432394453242,Investor,1573199.77,2020-09-11
BYR-0254,Lauren,Carr,ksmith@example.net,725519110617036,Investor,1573199.77,2023-06-03
BYR-0255,Melissa,Phillips,invalid email,0014274421795525,Individual,1526536.06,2022-04-12
BYR-0256,Carl,Pratt,williamsmith@example.org,00186872887951343,Individual,260539.59,2021-01-16
BYR-0257,Lisa,Lewis,clawrence@example.net,1368672385613250,Individual,2863207.92,2021-03-04
BYR-0258,Calvin,Rice,bennettcristina@example.net,4974189383,Individual,201938.53,2020-06-09
BYR-0259,Shawn,Hall,jessicalee@example.net,9709052047,Individual,106139.97,2022-07-23
BYR-0260,Erik,Graham,heathersmith@example.net,5738864314908,Individual,464095.62,2023-10-22
BYR-0261,John,Garcia,jeffreyclark@example.net,17864392781,Individual,2417969.19,2023-08-04
BYR-0262,Lawrence,Wallace,invalid email,001225778749159939,Individual,1956966.81,2024-06-27
BYR-0263,Judy,Moore,awilliams@example.net,949235469363619,Individual,1931269.88,2020-11-07
BYR-0264,Vincent,Monroe,qyoung@example.com,8847034599,Investor,1586058.92,2021-10-04
BYR-0265,Jennifer,Santana,kevin99@example.com,001483540597790209,Investor,582578.61,2024-01-20
BYR-0266,James,Cummings,david72@example.org,99567011116540,Investor,132072.51,2022-06-08
BYR-0267,Michael,Allen,reynoldstimothy@example.com,133245661988479,Corporation,598287.21,2020-10-07
BYR-0268,Tiffany,Park,vgraham@example.net,14459621748196,Investor,794530.32,2021-04-11
BYR-0269,Anthony,Reed,psanders@example.net,91297646851917,Investor,1573199.77,2022-04-29
BYR-0270,Sean,Hanson,avalencia@example.com,19144135723,Individual,469591.72,2020-08-24
BYR-0271,Mathew,Rose,oleblanc@example.com,5473687938,Individual,2686575.43,2021-06-27
BYR-0272,Brad,Murray,kimberlyrodriguez@example.org,2962066093494,Individual,798561.49,2020-04-24
BYR-0273,Erica,Roberts,clane@example.org,8573763331,Individual,315229.22,2022-05-05
BYR-0274,Juan,Harper,robertmartinez@example.org,001329539553325173,Investor,701034.3,2019-04-22
BYR-0275,Robert,Newton,maureen09@example.org,306489296461915,Corporation,986131.57,2022-01-20
BYR-0276,Peggy,Johnson,powerssusan@example.net,1672800299733166,Individual,1526536.06,2023-12-25
BYR-0277,Angel,Jennings,invalid email,4188495894835,Investor,2829821.95,2021-11-15
BYR-0278,Brianna,Jackson,elizabeth55@example.com,00155122603070659,Investor,1924755.18,2022-03-24
BYR-0279,Chelsea,Miller,james44@example.org,19427153338532,Trust,2496402.16,2021-04-24
BYR-0280,Natasha,Patterson,anne85@example.net,67493600113895,Individual,606804.5,2023-12-18
BYR-0281,Veronica,Golden,lorimiddleton@example.com,564797577657249,Individual,2908536.27,2023-11-05
BYR-0282,Jessica,Fisher,ewilson@example.org,001838367125723486,Individual,871540.46,2019-08-19
BYR-0283,Kevin,Jimenez,adamsdaniel@example.org,994494323989085,Investor,2992271.14,2023-06-30
BYR-0284,Madison,Hess,walter22@example.net,3184682283,Individual,860091.82,2024-04-30
BYR-0285,Jennifer,Bauer,hollybrown@example.net,583381539346618,Individual,1557826.36,2019-03-15
BYR-0286,Christie,Hill,timothy78@example.net,001951931139840411,Individual,1606980.25,2021-10-05
BYR-0287,Curtis,Arnold,johnsonemily@example.org,2208124055,Individual,1378238.71,2022-04-16
