agent_id,agency_id,first_name,last_name,email,phone,license_number,hire_date,is_active,commission_rate
AGT-0061,AGY-0005,David,Davis,laura58@example.com,001923498680002578,AG-535020,2013-06-05,False,0.0363
AGT-0062,AGY-0027,Catherine,Robertson,sarah52@example.com,17497588879470,AG-165290,2022-03-04,False,0.0283
AGT-0063,AGY-0050,Emily,Whitney,laura09@example.com,5992309728962,AG-712451,2019-06-04,True,0.0578
AGT-0064,AGY-0031,Ashley,Graves,andrewedwards@example.org,836789702838578,AG-106182,2010-06-10,True,0.0577
AGT-0065,AGY-0027,Sue,Stevens,amy49@example.com,9347843443,AG-664365,2016-09-12,True,0.0499
AGT-0066,AGY-0032,Timothy,Castro,keith98@example.com,65264041574733,AG-330080,2022-04-01,False,0.0309
AGT-0067,AGY-0025,Derrick,Gilbert,johnsantiago@example.net,2304165712,AG-452457,2020-11-22,True,0.0468
AGT-0068,AGY-0030,Richard,Donovan,mwoods@example.com,440619380262067,AG-233827,2019-01-26,True,0.0592
AGT-0069,AGY-0026,Nancy,Smith,hebertmatthew@example.com,168847287431527,AG-720644,2021-12-24,True,0.0426
AGT-0070,AGY-0042,Alexis,Rogers,ashley32@example.net,126668516122753,AG-549433,2010-08-11,False,0.0254
AGT-0071,AGY-0004,Patrick,Griffin,stephanie49@example.net,0014048530174,AG-372793,2020-05-10,True,0.0352
AGT-0072,AGY-0021,Gina,Leblanc,hannah45@example.net,9325727956,AG-453894,2014-09-30,False,0.0504
AGT-0073,AGY-0049,Kathleen,Becker,foxallison@example.com,4914088398,AG-972335,2018-07-03,True,0.0369
AGT-0074,AGY-0002,Mark,Meyer,frazierjennifer@example.com,2879072867,AG-885408,2011-11-02,False,0.0416
AGT-0075,AGY-0042,Emily,Parker,fosterlisa@example.net,3919065180,AG-171951,2017-11-06,False,0.0512
AGT-0076,AGY-0016,Anthony,Ortiz,katiegood@example.net,456576618251286,AG-309044,2010-11-26,True,0.0536
AGT-0077,AGY-0016,Mary,Avila,steven86@example.net,53357524310690,AG-232352,2023-12-08,True,0.0389
AGT-0078,AGY-0030,Carlos,Wheeler,tharper@example.org,6065738302,AG-833442,2012-07-26,False,0.0302
AGT-0079,AGY-0039,Lisa,Dennis,barbara53@example.com,4838644089,AG-736745,2018-04-10,True,0.0585
AGT-0080,AGY-0020,Angela,Williams,shelly68@example.com,0014669246287334,AG-213349,2012-07-27,True,0.0431
AGT-0081,AGY-0026,Robin,Hart,igrant@example.com,5432517518,AG-849747,2016-12-30,True,0.0279
AGT-0082,AGY-0007,Joseph,Nunez,russojacob@example.net,00158387354033173,AG-831059,2023-04-13,False,0.0509
AGT-0083,AGY-0037,Rose,Arnold,oscar85@example.com,2585771753556,AG-920652,2023-06-20,False,0.0216
AGT-0084,AGY-0043,Joyce,Smith,mphillips@example.com,9699378547,AG-488571,2021-12-13,True,0.0228
AGT-0085,AGY-0027,Gary,Norton,donaldpayne@example.org,15083010062,AG-962276,2017-08-27,True,0.0396
AGT-0086,AGY-0041,Jasmine,Smith,nbrooks@example.net,1697270088600848,AG-968962,2019-09-22,False,0.0384
AGT-0087,AGY-0012,Wayne,Wolfe,ldrake@example.org,6828339845,AG-869440,2013-06-07,True,0.0409
AGT-0088,AGY-0030,Christian,Chung,scunningham@example.org,91081666870021,AG-556732,2016-01-22,False,0.053
AGT-0089,AGY-0021,Deanna,Rivera,jacobsonsamantha@example.org,2974401489,AG-993085,2023-04-16,True,0.0298
AGT-0090,AGY-0029,Sarah,Edwards,brendagoodwin@example.net,71422939685621,AG-355709,2011-12-11,True,0.05
AGT-0091,AGY-0022,Connor,Hall,petersonkayla@example.net,85034773586629,AG-130094,2022-10-13,True,0.0398
AGT-0092,AGY-0032,Kelsey,Phillips,jennifermiller@example.org,42635511047541,AG-322423,2017-04-16,True,0.0342
AGT-0093,AGY-0018,Jacob,Cole,fgarcia@example.com,18193956046,AG-725113,2015-10-18,False,0.048
AGT-0094,AGY-0034,Jenny,Hansen,ashleyjackson@example.com,8246447212,AG-300337,2016-03-13,True,0.0234
AGT-0095,AGY-0036,Robert,Washington,wardsheryl@example.net,187979371240659,AG-894993,2019-02-12,False,0.0296
AGT-0096,AGY-0029,Scott,Jordan,kevinmorrison@example.net,5757265479,AG-931450,2020-09-05,False,0.0207
AGT-0097,AGY-0026,Nicholas,Velasquez,kdiaz@example.org,0013828807374,AG-825391,2016-08-07,False,0.0297
AGT-0098,AGY-0031,Emily,Taylor,john26@example.com,2797796886,AG-680358,2023-01-17,False,0.0412
AGT-0099,AGY-0023,Jacqueline,Burnett,rodriguezjohn@example.net,5295096561014,AG-836996,2019-07-18,False,0.0381
AGT-0100,AGY-0015,Sean,Myers,michaeljohnson@example.org,96131254573875,AG-226516,2016-11-16,True,0.0489
AGT-0101,AGY-0048,Samuel,Horton,carlos01@example.org,412438282586736,AG-661894,2017-01-28,False,0.058
AGT-0102,AGY-0014,Danielle,Reynolds,mclaughlinnicole@example.com,0013664033419,AG-874483,2014-02-25,False,0.0394
AGT-0103,AGY-0007,Michael,Gonzalez,bakermichelle@example.net,165936969155792,AG-973074,2023-03-23,True,0.0278
AGT-0104,AGY-0012,Emily,Edwards,kevinwhite@example.net,4869692966,AG-416950,2015-02-07,False,0.0206
AGT-0105,AGY-0018,Cynthia,Steele,angelaburns@example.org,5578905072,AG-147726,2021-12-24,True,0.059
AGT-0106,AGY-0045,Tamara,Wagner,fortiz@example.com,0016774219034043,AG-232413,2022-05-31,True,0.0455
AGT-0107,AGY-0001,Kimberly,Cunningham,hdunn@example.net,8483580783,AG-701949,2021-01-04,False,0.0314
AGT-0108,AGY-0022,Jill,Valdez,kennethkidd@example.com,4515713395962,AG-293319,2020-09-26,False,0.0586
AGT-0109,AGY-0008,Lisa,Trujillo,invalid email,444794812604223,AG-962050,2015-08-31,False,0.0226
AGT-0110,AGY-0037,Maria,Juarez,kburns@example.net,7662711684577,AG-760021,2021-01-11,False,0.0475
AGT-0111,AGY-0037,Misty,Boone,simonstephen@example.net,0017514863637454,AG-418594,2013-05-27,True,0.0234
AGT-0112,AGY-0036,Ashlee,Washington,patricia00@example.org,167031277063242,AG-901577,2015-07-27,False,0.0366
AGT-0113,AGY-0050,Diamond,Wright,elizabeth20@example.com,194326110371293,AG-647957,2023-05-16,False,0.0352
AGT-0114,AGY-0038,Alan,Cooper,mcneilrobert@example.org,41336111554262,AG-549660,2019-12-06,True,0.0322
AGT-0115,AGY-0040,Alyssa,Smith,scottbowen@example.net,00182679731121965,AG-876039,2023-12-06,True,0.024
AGT-0116,AGY-0017,Kylie,Wright,wrightcarolyn@example.net,15409438983640,AG-792509,2014-08-30,False,0.0232
AGT-0117,AGY-0036,Paul,Allen,ricetiffany@example.com,626596582710910,AG-178711,2015-05-19,True,0.0263
AGT-0118,AGY-0045,Bill,Brown,ohunter@example.net,566461889241418,AG-722656,2019-03-01,False,0.0388
AGT-0119,AGY-0019,Amanda,Myers,collinssamuel@example.org,6314617990,AG-841296,2010-09-25,False,0.0313
AGT-0120,AGY-0044,David,Zimmerman,martinstephanie@example.net,342952410564814,AG-344762,2020-03-08,False,0.057
AGT-0121,AGY-0028,Spencer,Ward,kvillarreal@example.com,2415913800,AG-220351,2023-03-25,False,0.0418
AGT-0122,AGY-0010,Brandon,Cox,haroldhorne@example.org,17633536541,AG-174878,2013-05-05,True,0.0224
AGT-0123,AGY-0029,Wayne,Winters,jeffreyblack@example.org,61754451870534,AG-230394,2016-11-24,True,0.0387
AGT-0124,AGY-0018,Steven,Vargas,xcuevas@example.org,00188362060385050,AG-624783,2016-10-27,True,0.0416
AGT-0125,AGY-0039,Dalton,Moreno,robertwoodward@example.org,0014418038657191,AG-141797,2019-10-27,False,0.0556
AGT-0126,AGY-0002,Charles,Bradley,ibates@example.org,34546557431329,AG-195763,2017-03-25,True,0.0292
AGT-0127,AGY-0049,Daniel,Cole,invalid email,4473411249035,AG-804938,2022-11-26,True,0.0529
AGT-0128,AGY-0049,Jennifer,Schmitt,rpalmer@example.com,3202678831712,AG-893005,2022-12-04,True,0.027
AGT-0129,AGY-0018,Bryan,Norman,davidcolon@example.com,1219994101372151,AG-290305,2021-08-22,False,0.0599
AGT-0130,AGY-0006,Brent,Glass,zunderwood@example.com,9664253244,AG-592841,2019-10-11,False,0.0339
AGT-0131,AGY-0043,Austin,Harvey,deborahporter@example.net,70194626383806,AG-209680,2017-06-23,False,0.0543
AGT-0132,AGY-0045,Amy,Washington,paul20@example.com,15305407859321,AG-619536,2017-05-25,True,0.0315
AGT-0133,AGY-0030,Joseph,Velasquez,invalid email,45252395590599,AG-192337,2018-12-25,True,0.0326
AGT-0134,AGY-0050,Mary,Cochran,lweaver@example.com,2107393087,AG-523808,2017-04-02,False,0.0546
AGT-0135,AGY-0027,Samantha,Harris,matthewthompson@example.com,7028921851,AG-156837,2010-01-10,False,0.0275
AGT-0136,AGY-0041,Brenda,Rogers,derek26@example.net,45228953926442,AG-563513,2018-02-11,False,0.0504
AGT-0137,AGY-0036,Stacy,Fry,xrosales@example.net,4297593917,AG-237377,2014-07-26,True,0.0571
AGT-0138,AGY-0008,Julie,Young,invalid email,2438315410,AG-130271,2019-10-30,False,0.0589
AGT-0139,AGY-0046,Samuel,Barnes,nicolesnyder@example.com,2867179327104,AG-266071,2023-08-28,False,0.0324
AGT-0140,AGY-0006,Jose,Garcia,george62@example.net,4818599706,AG-335615,2010-04-23,True,0.0597
AGT-0141,AGY-0008,Eric,Garcia,terriortiz@example.net,00128474431069872,AG-779172,2012-07-18,False,0.0533
AGT-0142,AGY-0033,Adam,Miller,bgonzalez@example.org,6413714677,AG-839677,2021-03-06,True,0.0309
AGT-0143,AGY-0016,Darlene,Hughes,nicole52@example.com,4473743490,AG-578975,2020-10-27,False,0.0421
AGT-0144,AGY-0039,Christopher,Cooper,larellano@example.org,19066868793,AG-632929,2018-08-09,False,0.0499
AGT-0145,AGY-0018,Christian,Orr,shawrachel@example.net,1592417223320616,AG-910208,2013-01-23,False,0.0516
AGT-0146,AGY-0033,Mary,Scott,millerangela@example.net,348370998616229,AG-380150,2019-04-23,False,0.0528
AGT-0147,AGY-0038,Anna,Garcia,mikayla56@example.com,27989702462996,AG-708093,2016-05-06,True,0.06
AGT-0148,AGY-0029,Pamela,Rivera,brandonalvarez@example.com,7056444713247,AG-664742,2020-12-25,True,0.0394
AGT-0149,AGY-0030,Jessica,Jacobs,lopezjason@example.com,00127845082148628,AG-437408,2017-06-16,True,0.0548
AGT-0150,AGY-0015,James,Whitaker,wrightstephen@example.com,0019344578610357,AG-997594,2015-05-11,True,0.051
AGT-0151,AGY-0048,Susan,Wells,max41@example.com,6608293333,AG-595951,2010-12-24,False,0.0482
AGT-0152,AGY-0043,William,Hancock,wellsdavid@example.org,15039494466574,AG-930884,2018-07-21,True,0.0528
AGT-0153,AGY-0003,Kevin,Meyer,asilva@example.net,1658699441715454,AG-232378,2013-05-31,False,0.0401
AGT-0154,AGY-0007,Jacob,Holmes,racheltrujillo@example.net,55270744666099,AG-986088,2023-03-28,False,0.0376
AGT-0155,AGY-0001,Jessica,Walker,qknox@example.com,542782417248251,AG-857537,2021-10-18,False,0.0258
AGT-0156,AGY-0031,Jeffrey,Savage,vfrench@example.com,5943717099917,AG-919488,2013-06-18,False,0.0588
AGT-0157,AGY-0042,Mikayla,James,robert22@example.org,969672521752500,AG-184216,2017-08-05,True,0.0541
AGT-0158,AGY-0021,Jason,Ayala,tracygallagher@example.org,2965666760,AG-757246,2021-12-20,True,0.0487
AGT-0159,AGY-0040,Jessica,Dodson,katherine83@example.org,1203635421689421,AG-171744,2020-12-11,True,0.0294
AGT-0160,AGY-0048,Stacy,Bryant,ryan25@example.com,4323603323098,AG-194769,2016-06-12,False,0.0374
AGT-0161,AGY-0029,Michael,Santos,brooksdanielle@example.net,16099010016761,AG-274446,2012-03-17,False,0.0478
AGT-0162,AGY-0021,Jacqueline,Harris,turnerdorothy@example.net,549592618914117,AG-934816,2010-08-26,True,0.0222
AGT-0163,AGY-0028,Kimberly,Decker,michaelortiz@example.org,3873375300,AG-252640,2018-01-15,False,0.0298
AGT-0164,AGY-0011,Mary,Caldwell,stacychan@example.org,00171473744701204,AG-283573,2019-03-30,True,0.0232
AGT-0165,AGY-0032,Ronald,Wilson,smithdevon@example.net,4553794155,AG-711484,2018-07-31,False,0.0257
AGT-0166,AGY-0030,Richard,Rivers,mary76@example.net,9124021697,AG-367729,2020-05-05,True,0.0467
AGT-0167,AGY-0044,Cheryl,Maxwell,huffmannichole@example.net,7772167014,AG-673149,2020-06-08,True,0.0263
AGT-0168,AGY-0038,Janet,Gregory,tiffanysantiago@example.com,489916375628900,AG-413685,2019-11-28,False,0.0456
AGT-0169,AGY-0030,Melissa,Booth,waltonmalik@example.com,9083386631779,AG-986365,2019-07-08,True,0.0321
AGT-0170,AGY-0007,Melissa,West,hooperjulie@example.org,6665088019,AG-348728,2018-08-18,False,0.0353
AGT-0171,AGY-0045,Diamond,Bryant,michael03@example.com,789397571130554,AG-409571,2018-01-19,True,0.0209
AGT-0172,AGY-0001,Brandon,Martin,lydianewton@example.com,5497331637,AG-693419,2018-11-17,True,0.0546
AGT-0173,AGY-0019,Daniel,Perry,bartonshannon@example.net,0019824708086,AG-913423,2011-02-06,False,0.052
AGT-0174,AGY-0015,Heather,Thompson,dalesandoval@example.net,686769346547226,AG-767542,2023-08-14,False,0.0276
AGT-0175,AGY-0041,Jennifer,Walls,jamesweber@example.com,1652828851587996,AG-201883,2015-08-16,True,0.0561
AGT-0176,AGY-0029,Lindsey,Mills,jamesbrian@example.org,2427442043,AG-134985,2010-11-19,True,0.0432
AGT-0177,AGY-0019,Lisa,Garcia,juliahoffman@example.org,540766658004397,AG-442589,2012-12-12,False,0.0499
AGT-0178,AGY-0009,Kari,Payne,kimberlybrandt@example.com,6214228160648,AG-924718,2013-12-09,False,0.0416
AGT-0179,AGY-0011,Eugene,Singleton,riverajenna@example.org,7253909479,AG-369452,2018-03-17,True,0.0566
AGT-0180,AGY-0048,Kristen,Stewart,susanmeyer@example.net,7687861533,AG-455168,2020-10-22,True,0.0522
AGT-0181,AGY-0010,Michael,Robinson,invalid email,7158739930,AG-890785,2020-07-03,False,0.0587
AGT-0182,AGY-0006,Ruth,Landry,uscott@example.com,5857887704,AG-929090,2018-11-30,False,0.0358
AGT-0183,AGY-0030,Willie,Vaughan,teresaayala@example.net,3134361386,AG-486490,2015-12-07,False,0.0469
AGT-0184,AGY-0041,Andrew,Love,millerbrian@example.com,18197346676,AG-489518,2015-11-18,True,0.0243
AGT-0185,AGY-0002,Andre,Nunez,maychristine@example.net,0013016581449,AG-749641,2015-03-31,False,0.0554
AGT-0186,AGY-0040,Kathy,Kim,bshort@example.com,7832268424,AG-332120,2022-08-05,False,0.0459
AGT-0187,AGY-0042,Angela,Peters,williamsashley@example.com,14814435368,AG-528129,2020-05-31,True,0.0247
AGT-0188,AGY-0020,Jack,Jensen,james29@example.org,001487581414139755,AG-616554,2011-01-07,True,0.0246
AGT-0189,AGY-0025,Craig,Harvey,louishayes@example.net,1849629955620533,AG-575679,2015-04-08,True,0.0348
AGT-0190,AGY-0038,Mary,Taylor,natalie77@example.com,001347281291428341,AG-878325,2022-02-12,True,0.0491
AGT-0191,AGY-0032,Melissa,Welch,nhammond@example.org,16484872563,AG-745558,2019-04-22,False,0.0363
AGT-0192,AGY-0045,Steven,Dixon,acox@example.net,4929827229,AG-488528,2016-04-10,True,0.0287
AGT-0193,AGY-0024,Sheila,Williams,qhall@example.com,2037856770,AG-204180,2019-12-22,False,0.0592
AGT-0194,AGY-0004,Dakota,Schmitt,mary49@example.net,0018265659184,AG-517479,2018-03-29,False,0.031
AGT-0195,AGY-0006,Zachary,Gomez,tommy79@example.org,327523184322259,AG-794963,2012-09-27,False,0.0285
AGT-0196,AGY-0004,Robert,Rivera,olsontimothy@example.org,0014264030299,AG-925013,2023-05-24,True,0.0333
AGT-0197,AGY-0005,Crystal,Williams,invalid email,869490413797723,AG-970127,2012-10-28,False,0.0506
AGT-0198,AGY-0015,Laura,Hoover,cindydixon@example.org,00185749913662103,AG-444519,2014-08-25,False,0.051
AGT-0199,AGY-0018,Catherine,Thompson,richamanda@example.org,7722980686,AG-251716,2023-05-15,True,0.0595
AGT-0200,AGY-0012,Heidi,Patterson,yclarke@example.com,0016918624731,AG-215266,2022-02-12,True,0.0464
AGT-0201,AGY-0001,Jonathan,Smith,lanedavid@example.org,73566512694486,AG-475644,2010-07-31,True,0.0516
AGT-0202,AGY-0002,Victoria,Sanders,robertbowers@example.com,8584874495,AG-282710,2015-05-04,False,0.0306
AGT-0203,AGY-0034,Melissa,Hopkins,seanlyons@example.org,8382658902,AG-219169,2012-11-04,True,0.0498
AGT-0204,AGY-0050,Linda,Morrow,bfrost@example.org,6432519066,AG-479625,2020-09-06,False,0.0405
AGT-0205,AGY-0033,Sonya,Wilkins,mgonzales@example.net,443309883920530,AG-332311,2012-06-12,False,0.0578
AGT-0206,AGY-0030,Wendy,Chan,elizabeth69@example.org,901818489554393,AG-774591,2010-12-22,True,0.0586
AGT-0207,AGY-0026,Bailey,Green,jhunter@example.org,745918489476973,AG-546980,2011-05-14,False,0.0474
AGT-0208,AGY-0005,Erin,Mosley,olsonjonathan@example.com,183375658804341,AG-184714,2020-12-30,False,0.0329
AGT-0209,AGY-0009,Charles,Velazquez,nedwards@example.net,7234733343333,AG-388375,2013-04-30,False,0.045
AGT-0210,AGY-0025,Kimberly,Wilson,loweelizabeth@example.net,6809759579,AG-726410,2023-02-17,False,0.0412
AGT-0211,AGY-0007,Ian,Duran,raymond92@example.org,267280856271875,AG-931621,2020-03-05,True,0.0481
AGT-0212,AGY-0028,Emily,Gray,nguyenchloe@example.com,4849347955,AG-573489,2022-05-14,False,0.0555
AGT-0213,AGY-0030,Rodney,Barnes,michael64@example.com,8928931438,AG-518098,2019-04-13,False,0.0366
AGT-0214,AGY-0028,James,Marsh,thomassmith@example.com,42828574489061,AG-427704,2012-02-18,False,0.0466
AGT-0215,AGY-0044,Jason,King,colematthew@example.com,4886450615939,AG-597305,2018-05-25,True,0.0227
AGT-0216,AGY-0028,Michael,Nunez,champton@example.org,49477225699611,AG-201255,2011-12-01,False,0.0498
AGT-0217,AGY-0036,Jeremy,Stewart,jennifer96@example.com,3595876220234,AG-162894,2018-05-11,True,0.0435
AGT-0218,AGY-0043,Garrett,Garcia,zunigathomas@example.org,8686114921,AG-228168,2022-08-06,False,0.0364
AGT-0219,AGY-0019,Jerome,Rojas,isims@example.net,9004557784,AG-729575,2019-06-27,True,0.0325
AGT-0220,AGY-0010,Tara,Wolfe,invalid email,179688845783174,AG-788637,2012-04-28,False,0.0393
AGT-0221,AGY-0036,Jordan,Torres,millskatherine@example.org,5472807740649,AG-485415,2012-06-05,False,0.0246
AGT-0222,AGY-0028,Amy,Lopez,kfoster@example.net,00166683416389448,AG-986209,2016-04-01,False,0.0424
AGT-0223,AGY-0039,Jacob,Jones,keithwalsh@example.net,3496735020802,AG-789786,2023-12-12,True,0.0532
AGT-0224,AGY-0012,Joseph,Espinoza,halledward@example.com,3564475705,AG-386544,2015-12-31,True,0.0481
AGT-0225,AGY-0023,Brian,Rowe,danielshunter@example.com,90183673037183,AG-106402,2016-12-06,False,0.0273
AGT-0226,AGY-0005,Erin,Collins,eric08@example.net,5478435031,AG-248766,2013-03-19,True,0.0496
AGT-0227,AGY-0048,Mark,Jackson,brenda63@example.org,9973925132,AG-656251,2010-09-09,False,0.0286
AGT-0228,AGY-0022,Gina,Morgan,browndeanna@example.net,15122735857,AG-265055,2019-06-02,False,0.0348
AGT-0229,AGY-0004,Hannah,Howard,johnwilliams@example.net,6844873928557,AG-263137,2017-04-11,False,0.0263
AGT-0230,AGY-0044,Casey,Moore,lori85@example.com,7863209593,AG-185544,2023-11-10,True,0.0309
AGT-0231,AGY-0039,Dominique,Ryan,rlee@example.com,001482294565118102,AG-563516,2019-07-06,False,0.0366
AGT-0232,AGY-0023,James,Washington,johnsondarlene@example.com,1378999405391037,AG-550797,2014-11-01,False,0.0244
AGT-0233,AGY-0034,Laurie,Brown,yshort@example.net,3943801413,AG-799539,2023-04-21,False,0.0323
AGT-0234,AGY-0039,Jessica,Schmidt,jamessandoval@example.net,182878619576122,AG-157443,2014-12-12,True,0.0203
AGT-0235,AGY-0050,Diane,Ferguson,umahoney@example.net,956965939836845,AG-243901,2016-10-05,False,0.0506
AGT-0236,AGY-0008,Susan,Smith,birdcaitlin@example.net,4403433504,AG-108105,2016-06-29,False,0.0399
AGT-0237,AGY-0009,Benjamin,Kelly,josephpreston@example.org,7449196931,AG-498676,2019-08-29,True,0.0413
